Id,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,timeBased,perside
104,Captain's chair leg raise,"The captain's chair leg raise is a bodyweight exercise that targets the abs. It is performed on an apparatus that allows the forearms to rest on pads and the upright torso to hang freely. Leg raise variations are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training.",Strength,Abdominals,Other,Intermediate,0.0,No description,False,True
105,Shoulder-Elevated One-Leg Hip Thrusts,The Shoulder-Elevated One-Leg Hip Thrusts is a strength exercise targeting the abdominals. It typically requires other and is suitable for intermediate fitness levels.,Strength,Abdominals,Other,Intermediate,0.0,No description,False,True
106,Ab Twist - Gethin Variation,"The cross-body sit-up is a bodyweight exercise targeting the ab muscles, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It involves bringing the opposite-side knee and elbow together, usually alternating sides with each rep. It can be performed for time or reps as part of the ab-focused portion of any workout.",Strength,Abdominals,Other,Intermediate,0.0,No description,False,True
107,Weighted Crunch - Gethin Variation,"The weighted sit-up is a more difficult version of a highly popular abdominal movement. The simple addition of a weight makes the sit-up far more difficult, providing a different stimulus to the core during training and helping build strong abs.",Strength,Abdominals,Other,Intermediate,0.0,No description,False,False
108,Ab Wheel Roll-Out - Gethin Variation,"The ab wheel roll-out is an exercise targeting the abdominals, often with an inexpensive wheel device with a handle on either side. Many trainers and strength coaches claim it's one of, if no the best exercise for developing strength in the midsection. Beginners may have to start with a limited range of motion or just wheel planks.",Strength,Abdominals,Other,Intermediate,0.0,No description,True,True
109,Bench crunch,"The bench crunch is a popular ab exercise performed lying on a bench. It is largely similar to the same exercise performed on the floor, but being able to press the lower back into the bench pad can help reinforce proper form and increase the burn in the abs. Like most crunch variations, it is usually performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Abdominals,Other,Intermediate,0.0,No description,False,False
110,Decline plate sit-up twist,"The decline plate sit-up twist is a weighted core exercise that works the obliques and rectus abdominis or ""six pack"" muscles, as well as the deep core muscles. Weighted sit-up variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the core-focused portion of a workout.",Strength,Abdominals,Other,Intermediate,0.0,No description,False,False
111,Reverse ab roll-out,"The reverse ab roll-out is an exercise targeting the abdominals. It's a twist on the ab wheel roll-out, and is similar to a body saw exercise, only performed on a foam roller. Instead of your arms moving and your lower body remaining stationary, your lower body moves and your arms remain stationary. Beginners may need to use a limited range of motion.",Strength,Abdominals,Other,Intermediate,0.0,No description,False,True
112,30 Seated Twist With PVC Pipe,The seated bar twist is a core exercise aiming to strengthen the obliques.,Strength,Abdominals,Other,Intermediate,0.0,No description,False,False
113,Suspended crunch-,"The suspended crunch is an abdominal exercise performed with the feet in the stirrups of a suspension strap system. It targets the muscles of the core, most prominently the rectus abdominis or ""six-pack"" muscles, but also taxes the shoulders and deep core muscles.",Strength,Abdominals,Other,Intermediate,0.0,No description,False,False
114,Suspended oblique crunch,"The suspended oblique crunch is an abdominal exercise performed with the feet in the stirrups of a suspension strap system. It targets the muscles of the core, most prominently the obliques, but also the rectus abdominis or ""six-pack"" muscles, the shoulders, and deep core muscles.",Strength,Abdominals,Other,Intermediate,0.0,No description,False,False
115,Weighted sit-up,"The weighted sit-up is a more difficult version of a highly popular abdominal movement. The simple addition of a weight makes the sit-up far more difficult, providing a different stimulus to the core during training and helping build strong abs.",Strength,Abdominals,Other,Intermediate,0.0,No description,False,False
116,30 Decline Press Sit-Up,The decline bar press sit-up is a core and upper body exercise targeting the lower abdominals and shoulders.,Strength,Abdominals,Other,Intermediate,0.0,No description,False,False
117,Holman Towel Reverse Plank Alternating Heel Pull-in,The Holman Towel Reverse Plank Alternating Heel Pull-in is a strength exercise targeting the abdominals. It typically requires other and is suitable for intermediate fitness levels.,Strength,Abdominals,Other,Intermediate,0.0,No description,True,True
118,Holman Boat with Weighted Cross Punch,The Holman Boat with Weighted Cross Punch is a strength exercise targeting the abdominals. It typically requires other and is suitable for intermediate fitness levels.,Strength,Abdominals,Other,Intermediate,0.0,No description,False,False
119,Holman Weighted Hook Punch,The Holman Weighted Hook Punch is a strength exercise targeting the abdominals. It typically requires other and is suitable for intermediate fitness levels.,Strength,Abdominals,Other,Intermediate,0.0,No description,False,False
120,Holman Weighted Traveling Punch,The Holman Weighted Traveling Punch is a strength exercise targeting the abdominals. It typically requires other and is suitable for intermediate fitness levels.,Strength,Abdominals,Other,Intermediate,0.0,No description,False,False
121,Holman Weighted Uppercut Punch,The Holman Weighted Uppercut Punch is a strength exercise targeting the abdominals. It typically requires other and is suitable for intermediate fitness levels.,Strength,Abdominals,Other,Intermediate,0.0,No description,False,False
122,Holman Slow Weighted Double Pike,The Holman Slow Weighted Double Pike is a strength exercise targeting the abdominals. It typically requires other and is suitable for intermediate fitness levels.,Strength,Abdominals,Other,Intermediate,0.0,No description,False,False
123,Holman Plate Straight Plank Reach,The Holman Plate Straight Plank Reach is a strength exercise targeting the abdominals. It typically requires other and is suitable for intermediate fitness levels.,Strength,Abdominals,Other,Intermediate,0.0,No description,True,True
124,Holman Plate Elbow Plank Jack to Straight Plank Jack,The Holman Plate Elbow Plank Jack to Straight Plank Jack is a strength exercise targeting the abdominals. It typically requires other and is suitable for intermediate fitness levels.,Strength,Abdominals,Other,Intermediate,0.0,No description,True,True
125,Holman Plate Hill Climber,The Holman Plate Hill Climber is a strength exercise targeting the abdominals. It typically requires other and is suitable for intermediate fitness levels.,Strength,Abdominals,Other,Intermediate,0.0,No description,False,False
126,Holman Plate Reverse Plank Hill Climber,The Holman Plate Reverse Plank Hill Climber is a strength exercise targeting the abdominals. It typically requires other and is suitable for intermediate fitness levels.,Strength,Abdominals,Other,Intermediate,0.0,No description,True,True
127,Holman Plate Straight Plank Pike to Jack,The Holman Plate Straight Plank Pike to Jack is a strength exercise targeting the abdominals. It typically requires other and is suitable for intermediate fitness levels.,Strength,Abdominals,Other,Intermediate,0.0,No description,True,True
128,Holman Plate In-and-Out Push-Up,The Holman Plate In-and-Out Push-Up is a strength exercise targeting the abdominals. It typically requires other and is suitable for intermediate fitness levels.,Strength,Abdominals,Other,Intermediate,0.0,No description,False,False
129,Holman Plate Burpee,The Holman Plate Burpee is a strength exercise targeting the abdominals. It typically requires other and is suitable for intermediate fitness levels.,Strength,Abdominals,Other,Intermediate,0.0,No description,False,False
130,Holman Plate Elbow Plank Reach,The Holman Plate Elbow Plank Reach is a strength exercise targeting the abdominals. It typically requires other and is suitable for intermediate fitness levels.,Strength,Abdominals,Other,Intermediate,0.0,No description,True,True
131,Holman Elbow Plank to Renegade Row,The Holman Elbow Plank to Renegade Row is a strength exercise targeting the abdominals. It typically requires other and is suitable for intermediate fitness levels.,Strength,Abdominals,Other,Intermediate,0.0,No description,True,True
132,Holman Straight Plank Weighted Hand Hill Climber,The Holman Straight Plank Weighted Hand Hill Climber is a strength exercise targeting the abdominals. It typically requires other and is suitable for intermediate fitness levels.,Strength,Abdominals,Other,Intermediate,0.0,No description,True,True
133,Holman Weighted Left Side Diagonal Pike,The Holman Weighted Left Side Diagonal Pike is a strength exercise targeting the abdominals. It typically requires other and is suitable for intermediate fitness levels.,Strength,Abdominals,Other,Intermediate,0.0,No description,False,True
